,Date,hot_region,ConfirmedCases,Fatalities
2426,2020-05-05,43,157.08721225797154,0.0
2427,2020-05-06,43,159.18813321525775,0.0
2428,2020-05-07,43,161.30288773933785,0.0
2429,2020-05-08,43,163.43150969134646,0.0
2430,2020-05-09,43,165.57418693952837,0.0
2431,2020-05-10,43,167.73118444885998,0.0
2432,2020-05-11,43,169.90275992116153,0.0
2433,2020-05-12,43,172.08911102885253,0.0
2434,2020-05-13,43,174.2903680191643,0.0
2435,2020-05-14,43,176.506609948626,0.0
2436,2020-03-15,44,1.0,0.0
2437,2020-03-17,44,3.0,0.0
2438,2020-03-20,44,4.0,0.0
2439,2020-03-21,44,6.0,0.0
2440,2020-03-22,44,9.0,0.0
2441,2020-03-23,44,24.0,0.0
2442,2020-03-24,44,35.0,0.0
2443,2020-03-26,44,82.0,0.0
2444,2020-03-27,44,102.0,0.0
2445,2020-03-28,44,120.0,0.0
2446,2020-03-29,44,135.0,0.0
2447,2020-03-30,44,148.0,1.0
2448,2020-03-31,44,152.0,1.0
2449,2020-04-01,44,175.0,1.0
2450,2020-04-02,44,183.0,1.0
2451,2020-04-03,44,195.0,1.0
2452,2020-04-05,44,217.0,1.0
2453,2020-04-06,44,226.0,1.0
2454,2020-04-07,44,228.0,1.0
2455,2020-04-09,44,232.0,2.0
2456,2020-04-10,44,239.0,3.0
2457,2020-04-11,44,241.0,3.0
2458,2020-04-12,44,242.0,3.0
2459,2020-04-13,44,244.0,3.0
2460,2020-04-15,44,245.6136295795441,3.0
2461,2020-04-16,44,246.89175635068776,3.0
2462,2020-04-17,44,247.92218432179288,3.0
2463,2020-04-18,44,248.7821242009256,3.0
2464,2020-04-19,44,249.5056059309637,3.0
2465,2020-04-20,44,250.11866602874642,3.0
2466,2020-04-21,44,250.64048538088227,3.0
2467,2020-04-22,44,251.08264120279415,3.0
2468,2020-04-23,44,251.4523530570743,3.0
2469,2020-04-24,44,251.75775513687043,3.0
2470,2020-04-25,44,252.00785515865869,3.0
2471,2020-04-26,44,252.2117571417901,3.0
2472,2020-04-27,44,252.37812822558442,3.0
2473,2020-04-28,44,252.51466286379926,3.0
2474,2020-04-29,44,252.62759071715575,3.0
2475,2020-04-30,44,252.72167147282073,3.0
2476,2020-05-01,44,252.80044202052127,3.0
2477,2020-05-02,44,252.8664978029898,3.0
2478,2020-05-03,44,252.92178141076909,3.0
2479,2020-05-04,44,252.96784074260867,3.0
2480,2020-05-05,44,253.00601257375993,3.0
2481,2020-05-06,44,253.0375106818641,3.0
2482,2020-05-07,44,253.0634410861903,3.0
2483,2020-05-08,44,253.08478888030368,3.0
2484,2020-05-09,44,253.10240051371707,3.0
2485,2020-05-10,44,253.1169762185904,3.0
2486,2020-05-11,44,253.12907757194972,3.0
2487,2020-05-12,44,253.13914811181255,3.0
2488,2020-05-13,44,253.14753651021044,3.0
2489,2020-05-14,44,253.15451964372193,3.0
2490,2020-03-26,45,1.0,0.0
2491,2020-04-01,45,2.0,0.0
2492,2020-04-04,45,4.0,0.0
2493,2020-04-06,45,5.0,0.0
2494,2020-04-15,45,6.089799880981445,0.0
2495,2020-04-16,45,7.26542502586517,0.0
2496,2020-04-17,45,8.495081282449178,0.0
2497,2020-04-18,45,9.740960701074485,0.0
2498,2020-04-19,45,10.988754844701235,0.0
2499,2020-04-20,45,12.235309019553512,0.0
2500,2020-04-21,45,13.4848185678634,0.0
2501,2020-04-22,45,14.747100699450275,0.0
2502,2020-04-23,45,16.033439691119426,0.0
2503,2020-04-24,45,17.351512365257822,0.0
2504,2020-04-25,45,18.699384395713228,0.0
2505,2020-04-26,45,20.073236110162476,0.0
2506,2020-04-27,45,21.468696906447413,0.0
2507,2020-04-28,45,22.88824262843976,0.0
2508,2020-04-29,45,24.332731318417324,0.0
2509,2020-04-30,45,25.80348289748558,0.0
2510,2020-05-01,45,27.302399572111554,0.0
2511,2020-05-02,45,28.831332075446774,0.0
2512,2020-05-03,45,30.39094380883917,0.0
2513,2020-05-04,45,31.981585066971302,0.0
2514,2020-05-05,45,33.603456040842985,0.0
2515,2020-05-06,45,35.25665307294396,0.0
2516,2020-05-07,45,36.941343314898546,0.0
2517,2020-05-08,45,38.657983717188756,0.0
2518,2020-05-09,45,40.40723935560353,0.0
2519,2020-05-10,45,42.189889425485184,0.0
2520,2020-05-11,45,44.006765256023996,0.0
2521,2020-05-12,45,45.85868683484286,0.0
2522,2020-05-13,45,47.74640742815589,0.0
2523,2020-05-14,45,49.67061500679471,0.0
2524,2020-03-16,46,5.0,0.0
2525,2020-03-17,46,7.0,0.0
2526,2020-03-18,46,12.0,0.0
2527,2020-03-19,46,14.0,0.0
2528,2020-03-20,46,15.0,0.0
2529,2020-03-21,46,21.0,0.0
2530,2020-03-22,46,28.0,0.0
2531,2020-03-23,46,41.0,0.0
2532,2020-03-24,46,51.0,0.0
2533,2020-03-25,46,68.0,0.0
2534,2020-03-26,46,73.0,0.0
2535,2020-03-27,46,90.0,0.0
2536,2020-03-28,46,110.0,0.0
2537,2020-03-29,46,122.0,0.0
2538,2020-03-30,46,127.0,0.0
2539,2020-03-31,46,147.0,0.0
2540,2020-04-01,46,173.0,0.0
2541,2020-04-02,46,193.0,0.0
2542,2020-04-03,46,207.0,0.0
2543,2020-04-04,46,236.0,0.0
2544,2020-04-05,46,262.0,0.0
2545,2020-04-06,46,293.0,0.0
2546,2020-04-07,46,310.0,1.0
2547,2020-04-09,46,342.0,1.0
2548,2020-04-10,46,407.0,2.0
2549,2020-04-11,46,428.0,2.0
2550,2020-04-12,46,445.0,2.0
2551,2020-04-13,46,474.0,3.0
2552,2020-04-14,46,517.0,3.0
2553,2020-04-15,46,559.0714764595032,3.0
2554,2020-04-16,46,599.4332836138867,3.0
2555,2020-04-17,46,638.1366910052669,3.0
2556,2020-04-18,46,675.2420491204623,3.0
2557,2020-04-19,46,711.059874299622,3.0
2558,2020-04-20,46,745.3573775877298,3.0
2559,2020-04-21,46,778.1512173084706,3.0
2560,2020-04-22,46,809.5145431451282,3.0
2561,2020-04-23,46,839.51112267721,3.0
2562,2020-04-24,46,868.1805713498404,3.0
2563,2020-04-25,46,895.6140848437552,3.0
2564,2020-04-26,46,921.8896285678081,3.0
2565,2020-04-27,46,947.0636919371982,3.0
2566,2020-04-28,46,971.1837023192976,3.0
2567,2020-04-29,46,994.2942147745604,3.0
2568,2020-04-30,46,1016.4314520375723,3.0
2569,2020-05-01,46,1037.629438353786,3.0
2570,2020-05-02,46,1057.9241256256767,3.0
2571,2020-05-03,46,1077.3527802943074,3.0
2572,2020-05-04,46,1095.9525831179583,3.0
2573,2020-05-05,46,1113.7604494159052,3.0
2574,2020-05-06,46,1130.8120659053122,3.0
2575,2020-05-07,46,1147.140957049374,3.0
2576,2020-05-08,46,1162.7783596528645,3.0
2577,2020-05-09,46,1177.7535416486126,3.0
2578,2020-05-10,46,1192.094119537914,3.0
2579,2020-05-11,46,1205.8264098620512,3.0
2580,2020-05-12,46,1218.9757471252685,3.0
2581,2020-05-13,46,1231.566635454876,3.0
2582,2020-05-14,46,1243.6227605118718,3.0
2583,2020-03-01,47,15.0,0.0
2584,2020-03-02,47,18.0,0.0
2585,2020-03-03,47,20.0,0.0
2586,2020-03-05,47,22.0,0.0
2587,2020-03-06,47,25.0,0.0
2588,2020-03-07,47,28.0,0.0
2589,2020-03-08,47,29.0,0.0
2590,2020-03-09,47,34.0,0.0
2591,2020-03-10,47,36.0,0.0
2592,2020-03-11,47,41.0,0.0
2593,2020-03-12,47,42.0,0.0
2594,2020-03-13,47,74.0,0.0
2595,2020-03-14,47,79.0,0.0
2596,2020-03-15,47,104.0,0.0
2597,2020-03-16,47,177.0,0.0
2598,2020-03-17,47,185.0,1.0
2599,2020-03-18,47,221.0,1.0
2600,2020-03-19,47,257.0,1.0
2601,2020-03-20,47,308.0,2.0
2602,2020-03-21,47,377.0,3.0
2603,2020-03-22,47,425.0,5.0
2604,2020-03-23,47,503.0,6.0
2605,2020-03-24,47,588.0,7.0
2606,2020-03-25,47,688.0,8.0
2607,2020-03-26,47,858.0,13.0
2608,2020-03-27,47,994.0,18.0
2609,2020-03-28,47,1144.0,18.0
2610,2020-03-29,47,1355.0,21.0
2611,2020-03-30,47,1706.0,31.0
2612,2020-03-31,47,1966.0,33.0
2613,2020-04-01,47,2392.0,37.0
2614,2020-04-02,47,2793.0,53.0
2615,2020-04-03,47,3255.0,67.0
2616,2020-04-04,47,3630.0,94.0
2617,2020-04-05,47,4354.0,119.0
2618,2020-04-07,47,4726.0,153.0
2619,2020-04-08,47,5276.0,153.0
2620,2020-04-09,47,5759.0,200.0
2621,2020-04-10,47,6237.0,222.0
2622,2020-04-11,47,6648.0,253.0
2623,2020-04-12,47,7049.0,274.0
2624,2020-04-13,47,7470.0,291.0
2625,2020-04-14,47,7953.0,334.0
2626,2020-04-15,47,8401.31625598669,334.0
2627,2020-04-16,47,8807.251098105306,334.0
2628,2020-04-17,47,9171.412692972664,334.0
2629,2020-04-18,47,9499.750164957986,334.0
2630,2020-04-19,47,9799.17119871576,334.0
2631,2020-04-20,47,10078.56842085822,334.0
2632,2020-04-21,47,10344.28907775366,334.0
2633,2020-04-22,47,10599.389613673491,334.0
2634,2020-04-23,47,10844.393197537864,334.0
2635,2020-04-24,47,11078.418784865024,334.0
2636,2020-04-25,47,11299.811337881396,334.0
2637,2020-04-26,47,11507.108451782906,334.0
2638,2020-04-27,47,11699.74783317802,334.0
2639,2020-04-28,47,11878.236927866941,334.0
2640,2020-04-29,47,12043.878558461101,334.0
2641,2020-04-30,47,12198.35895795992,334.0
2642,2020-05-01,47,12343.317273974993,334.0
2643,2020-05-02,47,12480.038059781604,334.0
2644,2020-05-03,47,12609.340455124802,334.0
2645,2020-05-04,47,12731.634969747525,334.0
2646,2020-05-05,47,12847.065728412763,334.0
2647,2020-05-06,47,12955.676520824816,334.0
2648,2020-05-07,47,13057.553485487264,334.0
2649,2020-05-08,47,13152.9094064192,334.0
2650,2020-05-09,47,13242.098077703491,334.0
2651,2020-05-10,47,13325.574234180638,334.0
2652,2020-05-11,47,13403.827802046077,334.0
2653,2020-05-12,47,13477.320561938013,334.0
2654,2020-05-13,47,13546.444267016277,334.0
2655,2020-05-14,47,13611.506935633564,334.0
2656,2020-03-15,48,1.0,0.0
2657,2020-03-19,48,2.0,0.0
2658,2020-03-22,48,3.0,0.0
2659,2020-03-25,48,5.0,0.0
2660,2020-03-27,48,9.0,0.0
2661,2020-03-28,48,11.0,0.0
2662,2020-03-30,48,18.0,0.0
2663,2020-03-31,48,21.0,0.0
2664,2020-04-02,48,22.0,0.0
2665,2020-04-08,48,25.0,1.0
2666,2020-04-15,48,28.05387592315674,1.0
2667,2020-04-16,48,31.072566195140947,1.0
2668,2020-04-17,48,34.059288306376445,1.0
2669,2020-04-18,48,36.96548389324257,1.0
2670,2020-04-19,48,39.80545260974106,1.0
2671,2020-04-20,48,42.607283764449896,1.0
2672,2020-04-21,48,45.391987679589704,1.0
2673,2020-04-22,48,48.16717240190053,1.0
2674,2020-04-23,48,50.939800156151975,1.0
2675,2020-04-24,48,53.70861202254422,1.0
2676,2020-04-25,48,56.46748867422809,1.0
2677,2020-04-26,48,59.210871120273104,1.0
2678,2020-04-27,48,61.935879174399936,1.0
2679,2020-04-28,48,64.64115509129594,1.0
2680,2020-04-29,48,67.32706282358025,1.0
2681,2020-04-30,48,69.9950994215742,1.0
2682,2020-05-01,48,72.64680820203118,1.0
2683,2020-05-02,48,75.28319189308944,1.0
2684,2020-05-03,48,77.9047391436923,1.0
2685,2020-05-04,48,80.5114953204248,1.0
2686,2020-05-05,48,83.10322613482576,1.0
2687,2020-05-06,48,85.67965439469421,1.0
2688,2020-05-07,48,88.24061553070221,1.0
2689,2020-05-08,48,90.78608669190157,1.0
2690,2020-05-09,48,93.31616430040756,1.0
2691,2020-05-10,48,95.83101715141376,1.0
2692,2020-05-11,48,98.33082934638557,1.0
2693,2020-05-12,48,100.81576027362142,1.0
2694,2020-05-13,48,103.28593214237543,1.0
2695,2020-05-14,48,105.74143437975893,1.0
2696,2020-02-28,49,1.0,0.0
2697,2020-03-05,49,2.0,0.0
2698,2020-03-07,49,3.0,0.0
2699,2020-03-08,49,4.0,0.0
2700,2020-03-11,49,8.0,0.0
2701,2020-03-12,49,9.0,0.0
2702,2020-03-13,49,17.0,0.0
2703,2020-03-15,49,24.0,0.0
2704,2020-03-16,49,50.0,0.0
2705,2020-03-17,49,74.0,0.0
2706,2020-03-18,49,94.0,0.0
2707,2020-03-19,49,121.0,1.0
2708,2020-03-20,49,139.0,1.0
2709,2020-03-21,49,181.0,5.0
2710,2020-03-22,49,219.0,4.0
2711,2020-03-23,49,628.0,4.0
2712,2020-03-24,49,1013.0,4.0
2713,2020-03-25,49,1342.0,6.0
2714,2020-03-26,49,1632.0,8.0
2715,2020-03-27,49,2024.0,18.0
2716,2020-03-28,49,2498.0,22.0
2717,2020-03-29,49,2840.0,22.0
2718,2020-03-30,49,3430.0,22.0
2719,2020-03-31,49,4162.0,31.0
2720,2020-04-01,49,4611.0,33.0
2721,2020-04-02,49,5518.0,36.0
2722,2020-04-03,49,6101.0,61.0
2723,2020-04-05,49,7944.0,75.0
2724,2020-04-06,49,8580.0,121.0
2725,2020-04-07,49,9340.0,150.0
2726,2020-04-08,49,10031.0,175.0
2727,2020-04-09,49,10912.0,216.0
2728,2020-04-10,49,11677.0,241.0
2729,2020-04-11,49,12292.0,289.0
2730,2020-04-12,49,12846.0,328.0
2731,2020-04-13,49,13557.0,360.0
2732,2020-04-14,49,14248.0,435.0
2733,2020-04-15,49,14902.160293459892,435.0
2734,2020-04-16,49,15524.417143566816,435.0
2735,2020-04-17,49,16122.118549407023,435.0
2736,2020-04-18,49,16698.800032545292,435.0
2737,2020-04-19,49,17257.964091602567,435.0
2738,2020-04-20,49,17800.55498396169,435.0
2739,2020-04-21,49,18326.203138377987,435.0
2740,2020-04-22,49,18833.825712740494,435.0
2741,2020-04-23,49,19322.707975548117,435.0
2742,2020-04-24,49,19792.575069972518,435.0
2743,2020-04-25,49,20243.83976152745,435.0
2744,2020-04-26,49,20677.44265868965,435.0
2745,2020-04-27,49,21094.585967115665,435.0
2746,2020-04-28,49,21496.419241597243,435.0
2747,2020-04-29,49,21883.8852633397,435.0
2748,2020-04-30,49,22257.659663441245,435.0
2749,2020-05-01,49,22618.191053034952,435.0
2750,2020-05-02,49,22965.79090668974,435.0
2751,2020-05-03,49,23300.735197359136,435.0
2752,2020-05-04,49,23623.33530177705,435.0
2753,2020-05-05,49,23933.96991722605,435.0
2754,2020-05-06,49,24233.07992759332,435.0
2755,2020-05-07,49,24521.140285728336,435.0
2756,2020-05-08,49,24798.62503124136,435.0
2757,2020-05-09,49,25065.97968786561,435.0
2758,2020-05-10,49,25323.60737841154,435.0
2759,2020-05-11,49,25571.868717711408,435.0
2760,2020-05-12,49,25811.091030850595,435.0
2761,2020-05-13,49,26041.581079132568,435.0
2762,2020-05-14,49,26263.636237207265,435.0
2763,2020-03-13,50,2.0,0.0
2764,2020-03-16,50,7.0,0.0
2765,2020-03-18,50,8.0,0.0
2766,2020-03-19,50,16.0,0.0
2767,2020-03-20,50,20.0,0.0
2768,2020-03-21,50,26.0,0.0
2769,2020-03-22,50,52.0,0.0
2770,2020-03-23,50,66.0,0.0
2771,2020-03-24,50,72.0,0.0
2772,2020-03-26,50,95.0,0.0
2773,2020-03-28,50,134.0,0.0
2774,2020-03-29,50,156.0,0.0
2775,2020-03-31,50,184.0,2.0
2776,2020-04-01,50,193.0,3.0
2777,2020-04-02,50,206.0,3.0
2778,2020-04-03,50,220.0,3.0
2779,2020-04-05,50,249.0,3.0
2780,2020-04-07,50,260.0,3.0
2781,2020-04-09,50,271.0,3.0
2782,2020-04-10,50,285.0,3.0
2783,2020-04-11,50,289.0,4.0
2784,2020-04-12,50,298.0,4.0
2785,2020-04-13,50,300.0,4.0
2786,2020-04-15,50,301.91504287719727,4.0
2787,2020-04-16,50,303.79247494262495,4.0
2788,2020-04-17,50,305.63331976699385,4.0
2789,2020-04-18,50,307.44750872903467,4.0
2790,2020-04-19,50,309.2391808216645,4.0
2791,2020-04-20,50,311.019742383629,4.0
2792,2020-04-21,50,312.7872237736015,4.0
2793,2020-04-22,50,314.539340694232,4.0
2794,2020-04-23,50,316.2742818266178,4.0
2795,2020-04-24,50,317.9907109194129,4.0
2796,2020-04-25,50,319.68714489890937,4.0
2797,2020-04-26,50,321.36374490130595,4.0
2798,2020-04-27,50,323.0212710635577,4.0
2799,2020-04-28,50,324.66043870753555,4.0
2800,2020-04-29,50,326.2818459833158,4.0
2801,2020-04-30,50,327.88599564631716,4.0
2802,2020-05-01,50,329.4731273143324,4.0
2803,2020-05-02,50,331.04332087187527,4.0
2804,2020-05-03,50,332.59663541695807,4.0
2805,2020-05-04,50,334.13315462334765,4.0
2806,2020-05-05,50,335.652994792832,4.0
2807,2020-05-06,50,337.1563208527325,4.0
2808,2020-05-07,50,338.6433313261278,4.0
2809,2020-05-08,50,340.1142313825321,4.0
2810,2020-05-09,50,341.5692190600032,4.0
2811,2020-05-10,50,343.0084811569865,4.0
2812,2020-05-11,50,344.43219175411417,4.0
2813,2020-05-12,50,345.8405151544611,4.0
2814,2020-05-13,50,347.23361136426445,4.0
2815,2020-05-14,50,348.6116395439007,4.0
2816,2020-03-26,51,3.0,0.0
2817,2020-03-28,51,4.0,0.0
2818,2020-03-31,51,5.0,0.0
2819,2020-04-02,51,6.0,0.0
2820,2020-04-07,51,7.0,0.0
2821,2020-04-10,51,8.0,0.0
2822,2020-04-15,51,9.047055840492249,0.0
2823,2020-04-16,51,10.119175791858936,0.0
2824,2020-04-17,51,11.169724727246363,0.0
2825,2020-04-18,51,12.17632537756674,0.0
2826,2020-04-19,51,13.146084570417333,0.0
2827,2020-04-20,51,14.084012233651546,0.0
2828,2020-04-21,51,14.998571447976087,0.0
2829,2020-04-22,51,15.900874461930272,0.0
2830,2020-04-23,51,16.79765508897123,0.0
2831,2020-04-24,51,17.689697116987897,0.0
2832,2020-04-25,51,18.575632641108122,0.0
2833,2020-04-26,51,19.453076611336012,0.0
2834,2020-04-27,51,20.319252446509932,0.0
2835,2020-04-28,51,21.17232006122445,0.0
2836,2020-04-29,51,22.011906004929408,0.0
2837,2020-04-30,51,22.838531204542733,0.0
2838,2020-05-01,51,23.653102080708628,0.0
2839,2020-05-02,51,24.45659023573193,0.0
2840,2020-05-03,51,25.24973097392003,0.0
2841,2020-05-04,51,26.032887448250378,0.0
2842,2020-05-05,51,26.80613590938838,0.0
2843,2020-05-06,51,27.56940744143501,0.0
2844,2020-05-07,51,28.322603345741573,0.0
2845,2020-05-08,51,29.065681629736986,0.0
2846,2020-05-09,51,29.79869701735415,0.0
2847,2020-05-10,51,30.52178809772921,0.0
2848,2020-05-11,51,31.23514013683139,0.0
2849,2020-05-12,51,31.938948935161772,0.0
2850,2020-05-13,51,32.63339447441637,0.0
2851,2020-05-14,51,33.31862847382775,0.0
2852,2020-03-15,52,1.0,0.0
2853,2020-03-20,52,3.0,0.0
2854,2020-04-03,52,8.0,0.0
2855,2020-04-13,52,11.0,0.0
2856,2020-04-15,52,14.784621953964233,0.0
2857,2020-04-16,52,19.223127117295373,0.0
2858,2020-04-17,52,23.975663920021084,0.0
2859,2020-04-18,52,28.735200971743346,0.0
2860,2020-04-19,52,33.24681038562802,0.0
2861,2020-04-20,52,37.55977089961532,0.0
2862,2020-04-21,52,41.59810833899732,0.0
2863,2020-04-22,52,45.33626567754324,0.0
2864,2020-04-23,52,48.85510270983522,0.0
2865,2020-04-24,52,52.23785959042564,0.0
2866,2020-04-25,52,55.514872856386006,0.0
2867,2020-04-26,52,58.70413002060953,0.0
2868,2020-04-27,52,61.8127819671632,0.0
2869,2020-04-28,52,64.83251819995671,0.0
2870,2020-04-29,52,67.75043823671255,0.0
2871,2020-04-30,52,70.55999747204699,0.0
2872,2020-05-01,52,73.26007423064611,0.0
2873,2020-05-02,52,75.8536326667967,0.0
2874,2020-05-03,52,78.34721092115211,0.0
2875,2020-05-04,52,80.74857389425155,0.0
2876,2020-05-05,52,83.06425982435314,0.0
2877,2020-05-06,52,85.29902932880735,0.0
2878,2020-05-07,52,87.45614928525337,0.0
2879,2020-05-08,52,89.53778978710388,0.0
2880,2020-05-09,52,91.54560825430515,0.0
2881,2020-05-10,52,93.48132522154091,0.0
2882,2020-05-11,52,95.34698379744651,0.0
2883,2020-05-12,52,97.14494731695237,0.0
2884,2020-05-13,52,98.87778428575977,0.0
2885,2020-05-14,52,100.54810772186636,0.0
2886,2020-03-19,53,1.0,0.0
2887,2020-03-24,53,3.0,0.0
2888,2020-03-30,53,5.0,0.0
2889,2020-03-31,53,7.0,0.0
2890,2020-04-02,53,8.0,0.0
2891,2020-04-04,53,9.0,0.0
2892,2020-04-07,53,10.0,0.0
2893,2020-04-09,53,11.0,0.0
2894,2020-04-12,53,18.0,0.0
2895,2020-04-13,53,23.0,0.0
2896,2020-04-15,53,27.99896705150604,0.0
2897,2020-04-16,53,32.97023946103237,0.0
2898,2020-04-17,53,37.92700270975366,0.0
2899,2020-04-18,53,42.743849474772304,0.0
2900,2020-04-19,53,47.383136123065654,0.0
2901,2020-04-20,53,51.86539280722037,0.0
2902,2020-04-21,53,56.20704784932015,0.0
2903,2020-04-22,53,60.4186006117896,0.0
2904,2020-04-23,53,64.51901670484278,0.0
2905,2020-04-24,53,68.51864847328216,0.0
2906,2020-04-25,53,72.41922310407537,0.0
2907,2020-04-26,53,76.2209659278616,0.0
2908,2020-04-27,53,79.92455154006268,0.0
2909,2020-04-28,53,83.53036458976503,0.0
2910,2020-04-29,53,87.0397839368274,0.0
2911,2020-04-30,53,90.45536198700958,0.0
2912,2020-05-01,53,93.78000116249063,0.0
2913,2020-05-02,53,97.01651544801315,0.0
2914,2020-05-03,53,100.16758778242935,0.0
2915,2020-05-04,53,103.23566554249908,0.0
2916,2020-05-05,53,106.22295004350657,0.0
2917,2020-05-06,53,109.13150226266212,0.0
2918,2020-05-07,53,111.96332235956524,0.0
2919,2020-05-08,53,114.72037540154551,0.0
2920,2020-05-09,53,117.40460436481683,0.0
2921,2020-05-10,53,120.01792944572458,0.0
2922,2020-05-11,53,122.56223494058331,0.0
2923,2020-05-12,53,125.03935719784964,0.0
2924,2020-05-13,53,127.45108040109469,0.0
2925,2020-05-14,53,129.79913634024257,0.0
2926,2020-03-03,54,1.0,0.0
2927,2020-03-05,54,4.0,0.0
2928,2020-03-08,54,8.0,0.0
2929,2020-03-10,54,13.0,0.0
2930,2020-03-11,54,23.0,0.0
2931,2020-03-13,54,43.0,0.0
2932,2020-03-14,54,61.0,0.0
2933,2020-03-15,54,74.0,0.0
2934,2020-03-16,54,155.0,0.0
2935,2020-03-17,54,201.0,0.0
2936,2020-03-18,54,238.0,0.0
2937,2020-03-20,54,434.0,0.0
2938,2020-03-21,54,537.0,0.0
2939,2020-03-22,54,632.0,1.0
2940,2020-03-23,54,746.0,2.0
2941,2020-03-24,54,922.0,2.0
2942,2020-03-25,54,1142.0,3.0
2943,2020-03-26,54,1306.0,4.0
2944,2020-03-27,54,1610.0,5.0
2945,2020-03-28,54,1909.0,6.0
2946,2020-03-29,54,2139.0,7.0
2947,2020-03-30,54,2449.0,8.0
2948,2020-03-31,54,2738.0,12.0
2949,2020-04-01,54,3031.0,16.0
2950,2020-04-02,54,3404.0,18.0
2951,2020-04-03,54,3737.0,22.0
2952,2020-04-04,54,4161.0,27.0
2953,2020-04-05,54,4471.0,34.0
2954,2020-04-06,54,4815.0,37.0
2955,2020-04-07,54,5116.0,43.0
2956,2020-04-08,54,5546.0,48.0
2957,2020-04-09,54,5972.0,57.0
2958,2020-04-10,54,6501.0,65.0
2959,2020-04-11,54,6927.0,73.0
2960,2020-04-12,54,7213.0,80.0
2961,2020-04-13,54,7525.0,82.0
2962,2020-04-14,54,7917.0,92.0
2963,2020-04-15,54,8308.540620326996,92.0
2964,2020-04-16,54,8697.984773814367,92.0
2965,2020-04-17,54,9085.212394872986,92.0
2966,2020-04-18,54,9471.62349479066,92.0
2967,2020-04-19,54,9846.47041774345,92.0
2968,2020-04-20,54,10206.841893835614,92.0
2969,2020-04-21,54,10553.382088213024,92.0
2970,2020-04-22,54,10886.884590836866,92.0
2971,2020-04-23,54,11208.235112083015,92.0
2972,2020-04-24,54,11519.45001556188,92.0
2973,2020-04-25,54,11821.715375140402,92.0
2974,2020-04-26,54,12115.413206644304,92.0
2975,2020-04-27,54,12400.709886316976,92.0
2976,2020-04-28,54,12677.701422480017,92.0
2977,2020-04-29,54,12946.370441756797,92.0
2978,2020-04-30,54,13206.78502116332,92.0
2979,2020-05-01,54,13459.148428009725,92.0
2980,2020-05-02,54,13703.72331176323,92.0
2981,2020-05-03,54,13940.786795036018,92.0
2982,2020-05-04,54,14170.618783556081,92.0
2983,2020-05-05,54,14393.476652162824,92.0
2984,2020-05-06,54,14609.585416157293,92.0
2985,2020-05-07,54,14819.147651519868,92.0
2986,2020-05-08,54,15022.353589000835,92.0
2987,2020-05-09,54,15219.38618850625,92.0
2988,2020-05-10,54,15410.425513304466,92.0
2989,2020-05-11,54,15595.65069937307,92.0
2990,2020-05-12,54,15775.238828151914,92.0
2991,2020-05-13,54,15949.363135797561,92.0
2992,2020-05-14,54,16118.191868026594,92.0
2993,2020-02-01,55,297.0,0.0
2994,2020-02-02,55,340.0,0.0
2995,2020-02-03,55,408.0,0.0
2996,2020-02-04,55,480.0,0.0
2997,2020-02-05,55,530.0,0.0
2998,2020-02-06,55,591.0,0.0
2999,2020-02-07,55,665.0,0.0
3000,2020-02-08,55,733.0,0.0
3001,2020-02-09,55,779.0,1.0
3002,2020-02-10,55,830.0,3.0
3003,2020-02-11,55,860.0,4.0
3004,2020-02-12,55,889.0,4.0
3005,2020-02-13,55,910.0,5.0
3006,2020-02-14,55,934.0,6.0
3007,2020-02-15,55,950.0,6.0
3008,2020-02-16,55,962.0,6.0
3009,2020-02-17,55,973.0,6.0
3010,2020-02-18,55,982.0,6.0
3011,2020-02-19,55,986.0,6.0
3012,2020-02-20,55,987.0,6.0
3013,2020-02-21,55,988.0,6.0
3014,2020-02-22,55,989.0,6.0
3015,2020-02-28,55,990.0,6.0
3016,2020-04-09,55,991.0,6.0
3017,2020-04-15,55,991.7599653601646,6.0
3018,2020-04-16,55,992.383042142469,6.0
3019,2020-04-17,55,992.9214250994064,6.0
3020,2020-04-18,55,993.3962517669299,6.0
3021,2020-04-19,55,993.8081750836432,6.0
3022,2020-04-20,55,994.1667596457803,6.0
3023,2020-04-21,55,994.4736525480914,6.0
3024,2020-04-22,55,994.7294950943943,6.0
3025,2020-04-23,55,994.938379723697,6.0
3026,2020-04-24,55,995.1078337376983,6.0
3027,2020-04-25,55,995.2453568330144,6.0
3028,2020-04-26,55,995.3519416140083,6.0
3029,2020-04-27,55,995.4323349437726,6.0
3030,2020-04-28,55,995.4927397311807,6.0
3031,2020-04-29,55,995.5382901331616,6.0
3032,2020-04-30,55,995.572831247626,6.0
3033,2020-05-01,55,995.5995451296773,6.0
3034,2020-05-02,55,995.6207018776853,6.0
3035,2020-05-03,55,995.6377380486588,6.0
3036,2020-05-04,55,995.6515489444704,6.0
3037,2020-05-05,55,995.6627262704573,6.0
3038,2020-05-06,55,995.6716766630002,6.0
3039,2020-05-07,55,995.6787212189056,6.0
3040,2020-05-08,55,995.6841649151582,6.0
3041,2020-05-09,55,995.6883127892493,6.0
3042,2020-05-10,55,995.6914572670212,6.0
3043,2020-05-11,55,995.6938477540136,6.0
3044,2020-05-12,55,995.6956850999533,6.0
3045,2020-05-13,55,995.697119909574,6.0
3046,2020-05-14,55,995.6982580554072,6.0
